State,State Code,Year,Year Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Pennsylvania,42,2013,2013,Methadone,T40.3,42,12773801,0.3
Pennsylvania,42,2013,2013,Other synthetic narcotics,T40.4,60,12773801,0.5
Pennsylvania,42,2013,2013,Other and unspecified narcotics,T40.6,20,12773801,0.2
Pennsylvania,42,2014,2014,Heroin,T40.1,120,12787209,0.9
Pennsylvania,42,2014,2014,Other opioids,T40.2,183,12787209,1.4
Pennsylvania,42,2014,2014,Methadone,T40.3,33,12787209,0.3
Pennsylvania,42,2014,2014,Other synthetic narcotics,T40.4,67,12787209,0.5
Pennsylvania,42,2014,2014,Other and unspecified narcotics,T40.6,28,12787209,0.2
Pennsylvania,42,2015,2015,Heroin,T40.1,196,12802503,1.5
Pennsylvania,42,2015,2015,Other opioids,T40.2,215,12802503,1.7
Pennsylvania,42,2015,2015,Methadone,T40.3,39,12802503,0.3
Pennsylvania,42,2015,2015,Other synthetic narcotics,T40.4,141,12802503,1.1
Pennsylvania,42,2015,2015,Other and unspecified narcotics,T40.6,40,12802503,0.3
Pennsylvania,42,2016,2016,Heroin,T40.1,272,12784227,2.1
Pennsylvania,42,2016,2016,Other opioids,T40.2,259,12784227,2
Pennsylvania,42,2016,2016,Methadone,T40.3,64,12784227,0.5
Pennsylvania,42,2016,2016,Other synthetic narcotics,T40.4,349,12784227,2.7
Pennsylvania,42,2016,2016,Other and unspecified narcotics,T40.6,29,12784227,0.2
Pennsylvania,42,2017,2017,Heroin,T40.1,242,12805537,1.9
Pennsylvania,42,2017,2017,Other opioids,T40.2,253,12805537,2
Pennsylvania,42,2017,2017,Methadone,T40.3,30,12805537,0.2
Pennsylvania,42,2017,2017,Other synthetic narcotics,T40.4,563,12805537,4.4
Pennsylvania,42,2017,2017,Other and unspecified narcotics,T40.6,25,12805537,0.2
Pennsylvania,42,2018,2018,Heroin,T40.1,263,12807060,2.1
Pennsylvania,42,2018,2018,Other opioids,T40.2,302,12807060,2.4
Pennsylvania,42,2018,2018,Methadone,T40.3,75,12807060,0.6
Pennsylvania,42,2018,2018,Other synthetic narcotics,T40.4,805,12807060,6.3
Pennsylvania,42,2018,2018,Other and unspecified narcotics,T40.6,40,12807060,0.3
Rhode Island,44,2000,2000,Other and unspecified narcotics,T40.6,10,1048319,Unreliable
Rhode Island,44,2005,2005,Other opioids,T40.2,17,1067916,Unreliable
Rhode Island,44,2006,2006,Other opioids,T40.2,19,1063096,Unreliable
Rhode Island,44,2006,2006,Methadone,T40.3,20,1063096,1.9
Rhode Island,44,2006,2006,Other and unspecified narcotics,T40.6,21,1063096,2
Rhode Island,44,2007,2007,Other opioids,T40.2,13,1057315,Unreliable
Rhode Island,44,2007,2007,Methadone,T40.3,17,1057315,Unreliable
Rhode Island,44,2007,2007,Other and unspecified narcotics,T40.6,15,1057315,Unreliable
Rhode Island,44,2008,2008,Other opioids,T40.2,20,1055003,1.9
Rhode Island,44,2008,2008,Methadone,T40.3,16,1055003,Unreliable
Rhode Island,44,2008,2008,Other and unspecified narcotics,T40.6,25,1055003,2.4
Rhode Island,44,2009,2009,Other opioids,T40.2,22,1053646,2.1
Rhode Island,44,2009,2009,Methadone,T40.3,27,1053646,2.6
Rhode Island,44,2009,2009,Other and unspecified narcotics,T40.6,16,1053646,Unreliable
Rhode Island,44,2010,2010,Other opioids,T40.2,28,1052567,2.7
Rhode Island,44,2010,2010,Methadone,T40.3,12,1052567,Unreliable
Rhode Island,44,2010,2010,Other and unspecified narcotics,T40.6,17,1052567,Unreliable
Rhode Island,44,2011,2011,Other opioids,T40.2,42,1051302,4
Rhode Island,44,2011,2011,Methadone,T40.3,19,1051302,Unreliable
Rhode Island,44,2011,2011,Other and unspecified narcotics,T40.6,21,1051302,2
Rhode Island,44,2012,2012,Other opioids,T40.2,45,1050292,4.3
Rhode Island,44,2012,2012,Methadone,T40.3,16,1050292,Unreliable
Rhode Island,44,2012,2012,Other and unspecified narcotics,T40.6,10,1050292,Unreliable
Rhode Island,44,2013,2013,Heroin,T40.1,11,1051511,Unreliable
Rhode Island,44,2013,2013,Other opioids,T40.2,49,1051511,4.7
Rhode Island,44,2013,2013,Methadone,T40.3,12,1051511,Unreliable
Rhode Island,44,2013,2013,Other synthetic narcotics,T40.4,22,1051511,2.1
Rhode Island,44,2014,2014,Heroin,T40.1,13,1055173,Unreliable
Rhode Island,44,2014,2014,Other opioids,T40.2,32,1055173,3
Rhode Island,44,2014,2014,Methadone,T40.3,15,1055173,Unreliable
Rhode Island,44,2014,2014,Other synthetic narcotics,T40.4,30,1055173,2.8
Rhode Island,44,2014,2014,Other and unspecified narcotics,T40.6,11,1055173,Unreliable
Rhode Island,44,2015,2015,Heroin,T40.1,10,1056298,Unreliable
Rhode Island,44,2015,2015,Other opioids,T40.2,45,1056298,4.3
Rhode Island,44,2015,2015,Methadone,T40.3,11,1056298,Unreliable
Rhode Island,44,2015,2015,Other synthetic narcotics,T40.4,44,1056298,4.2
Rhode Island,44,2015,2015,Other and unspecified narcotics,T40.6,16,1056298,Unreliable
Rhode Island,44,2016,2016,Heroin,T40.1,10,1056426,Unreliable
Rhode Island,44,2016,2016,Other opioids,T40.2,44,1056426,4.2
Rhode Island,44,2016,2016,Methadone,T40.3,15,1056426,Unreliable
Rhode Island,44,2016,2016,Other synthetic narcotics,T40.4,54,1056426,5.1
Rhode Island,44,2016,2016,Other and unspecified narcotics,T40.6,18,1056426,Unreliable
Rhode Island,44,2017,2017,Other opioids,T40.2,49,1059639,4.6
Rhode Island,44,2017,2017,Methadone,T40.3,19,1059639,Unreliable
Rhode Island,44,2017,2017,Other synthetic narcotics,T40.4,61,1059639,5.8
Rhode Island,44,2018,2018,Other opioids,T40.2,33,1057315,3.1
Rhode Island,44,2018,2018,Methadone,T40.3,15,1057315,Unreliable
Rhode Island,44,2018,2018,Other synthetic narcotics,T40.4,49,1057315,4.6
South Carolina,45,2001,2001,Other opioids,T40.2,12,4064995,Unreliable
South Carolina,45,2002,2002,Other opioids,T40.2,15,4107795,Unreliable
South Carolina,45,2003,2003,Other opioids,T40.2,17,4150297,Unreliable
South Carolina,45,2004,2004,Other opioids,T40.2,19,4210921,Unreliable
South Carolina,45,2004,2004,Methadone,T40.3,12,4210921,Unreliable
South Carolina,45,2005,2005,Other opioids,T40.2,32,4270150,0.7
South Carolina,45,2005,2005,Methadone,T40.3,18,4270150,Unreliable
South Carolina,45,2005,2005,Other synthetic narcotics,T40.4,14,4270150,Unreliable
South Carolina,45,2006,2006,Other opioids,T40.2,60,4357847,1.4
South Carolina,45,2006,2006,Methadone,T40.3,36,4357847,0.8
South Carolina,45,2006,2006,Other synthetic narcotics,T40.4,18,4357847,Unreliable
South Carolina,45,2007,2007,Other opioids,T40.2,52,4444110,1.2
South Carolina,45,2007,2007,Methadone,T40.3,19,4444110,Unreliable
South Carolina,45,2007,2007,Other synthetic narcotics,T40.4,16,4444110,Unreliable
South Carolina,45,2008,2008,Other opioids,T40.2,77,4528996,1.7
South Carolina,45,2008,2008,Methadone,T40.3,25,4528996,0.6
South Carolina,45,2008,2008,Other synthetic narcotics,T40.4,23,4528996,0.5
South Carolina,45,2009,2009,Other opioids,T40.2,75,4589872,1.6
South Carolina,45,2009,2009,Methadone,T40.3,28,4589872,0.6
South Carolina,45,2009,2009,Other synthetic narcotics,T40.4,25,4589872,0.5
South Carolina,45,2010,2010,Other opioids,T40.2,69,4625364,1.5
South Carolina,45,2010,2010,Methadone,T40.3,32,4625364,0.7
South Carolina,45,2010,2010,Other synthetic narcotics,T40.4,23,4625364,0.5
South Carolina,45,2011,2011,Other opioids,T40.2,90,4679230,1.9
South Carolina,45,2011,2011,Methadone,T40.3,26,4679230,0.6
South Carolina,45,2011,2011,Other synthetic narcotics,T40.4,25,4679230,0.5
South Carolina,45,2012,2012,Other opioids,T40.2,76,4723723,1.6
South Carolina,45,2012,2012,Methadone,T40.3,15,4723723,Unreliable
South Carolina,45,2012,2012,Other synthetic narcotics,T40.4,21,4723723,0.4
South Carolina,45,2013,2013,Other opioids,T40.2,74,4774839,1.5
South Carolina,45,2013,2013,Methadone,T40.3,19,4774839,Unreliable
South Carolina,45,2013,2013,Other synthetic narcotics,T40.4,19,4774839,Unreliable
South Carolina,45,2014,2014,Heroin,T40.1,19,4832482,Unreliable
South Carolina,45,2014,2014,Other opioids,T40.2,229,4832482,4.7
South Carolina,45,2014,2014,Methadone,T40.3,48,4832482,1
South Carolina,45,2014,2014,Other synthetic narcotics,T40.4,77,4832482,1.6
South Carolina,45,2014,2014,Other and unspecified narcotics,T40.6,13,4832482,Unreliable
South Carolina,45,2015,2015,Heroin,T40.1,40,4896146,0.8
South Carolina,45,2015,2015,Other opioids,T40.2,216,4896146,4.4
South Carolina,45,2015,2015,Methadone,T40.3,32,4896146,0.7
South Carolina,45,2015,2015,Other synthetic narcotics,T40.4,96,4896146,2
South Carolina,45,2015,2015,Other and unspecified narcotics,T40.6,18,4896146,Unreliable
South Carolina,45,2016,2016,Heroin,T40.1,43,4961119,0.9
South Carolina,45,2016,2016,Other opioids,T40.2,208,4961119,4.2
South Carolina,45,2016,2016,Methadone,T40.3,36,4961119,0.7
South Carolina,45,2016,2016,Other synthetic narcotics,T40.4,118,4961119,2.4
South Carolina,45,2016,2016,Other and unspecified narcotics,T40.6,14,4961119,Unreliable
South Carolina,45,2017,2017,Heroin,T40.1,56,5024369,1.1
South Carolina,45,2017,2017,Other opioids,T40.2,196,5024369,3.9
South Carolina,45,2017,2017,Methadone,T40.3,28,5024369,0.6
South Carolina,45,2017,2017,Other synthetic narcotics,T40.4,164,5024369,3.3
South Carolina,45,2017,2017,Other and unspecified narcotics,T40.6,11,5024369,Unreliable
South Carolina,45,2018,2018,Heroin,T40.1,76,5084127,1.5
South Carolina,45,2018,2018,Other opioids,T40.2,200,5084127,3.9
South Carolina,45,2018,2018,Methadone,T40.3,33,5084127,0.6
South Carolina,45,2018,2018,Other synthetic narcotics,T40.4,234,5084127,4.6
South Carolina,45,2018,2018,Other and unspecified narcotics,T40.6,17,5084127,Unreliable
South Dakota,46,2016,2016,Other opioids,T40.2,10,865454,Unreliable
Tennessee,47,1999,1999,Other opioids,T40.2,25,5638706,0.4
Tennessee,47,2000,2000,Other opioids,T40.2,24,5689283,0.4
Tennessee,47,2000,2000,Other synthetic narcotics,T40.4,10,5689283,Unreliable
Tennessee,47,2001,2001,Other opioids,T40.2,40,5750789,0.7
Tennessee,47,2001,2001,Methadone,T40.3,10,5750789,Unreliable
Tennessee,47,2001,2001,Other and unspecified narcotics,T40.6,11,5750789,Unreliable
Tennessee,47,2002,2002,Other opioids,T40.2,30,5795918,0.5
Tennessee,47,2002,2002,Methadone,T40.3,16,5795918,Unreliable
Tennessee,47,2002,2002,Other synthetic narcotics,T40.4,10,5795918,Unreliable
Tennessee,47,2002,2002,Other and unspecified narcotics,T40.6,14,5795918,Unreliable
Tennessee,47,2003,2003,Other opioids,T40.2,51,5847812,0.9
Tennessee,47,2003,2003,Methadone,T40.3,34,5847812,0.6
Tennessee,47,2003,2003,Other synthetic narcotics,T40.4,32,5847812,0.5
Tennessee,47,2003,2003,Other and unspecified narcotics,T40.6,19,5847812,Unreliable
Tennessee,47,2004,2004,Other opioids,T40.2,76,5910809,1.3
Tennessee,47,2004,2004,Methadone,T40.3,47,5910809,0.8
Tennessee,47,2004,2004,Other synthetic narcotics,T40.4,31,5910809,0.5
Tennessee,47,2004,2004,Other and unspecified narcotics,T40.6,18,5910809,Unreliable
Tennessee,47,2005,2005,Other opioids,T40.2,105,5991057,1.8
Tennessee,47,2005,2005,Methadone,T40.3,59,5991057,1
Tennessee,47,2005,2005,Other synthetic narcotics,T40.4,34,5991057,0.6
Tennessee,47,2005,2005,Other and unspecified narcotics,T40.6,21,5991057,0.4
Tennessee,47,2006,2006,Other opioids,T40.2,111,6088766,1.8
Tennessee,47,2006,2006,Methadone,T40.3,55,6088766,0.9
Tennessee,47,2006,2006,Other synthetic narcotics,T40.4,30,6088766,0.5
Tennessee,47,2006,2006,Other and unspecified narcotics,T40.6,19,6088766,Unreliable
Tennessee,47,2007,2007,Other opioids,T40.2,116,6175727,1.9
Tennessee,47,2007,2007,Methadone,T40.3,55,6175727,0.9
Tennessee,47,2007,2007,Other synthetic narcotics,T40.4,37,6175727,0.6
Tennessee,47,2007,2007,Other and unspecified narcotics,T40.6,23,6175727,0.4
Tennessee,47,2008,2008,Other opioids,T40.2,133,6247411,2.1
Tennessee,47,2008,2008,Methadone,T40.3,55,6247411,0.9
Tennessee,47,2008,2008,Other synthetic narcotics,T40.4,43,6247411,0.7
Tennessee,47,2008,2008,Other and unspecified narcotics,T40.6,13,6247411,Unreliable
Tennessee,47,2009,2009,Other opioids,T40.2,180,6306019,2.9
Tennessee,47,2009,2009,Methadone,T40.3,50,6306019,0.8
Tennessee,47,2009,2009,Other synthetic narcotics,T40.4,39,6306019,0.6
Tennessee,47,2009,2009,Other and unspecified narcotics,T40.6,17,6306019,Unreliable
Tennessee,47,2010,2010,Other opioids,T40.2,207,6346105,3.3
Tennessee,47,2010,2010,Methadone,T40.3,56,6346105,0.9
Tennessee,47,2010,2010,Other synthetic narcotics,T40.4,35,6346105,0.6
Tennessee,47,2010,2010,Other and unspecified narcotics,T40.6,18,6346105,Unreliable
Tennessee,47,2011,2011,Other opioids,T40.2,290,6403353,4.5
Tennessee,47,2011,2011,Methadone,T40.3,52,6403353,0.8
Tennessee,47,2011,2011,Other synthetic narcotics,T40.4,41,6403353,0.6
Tennessee,47,2011,2011,Other and unspecified narcotics,T40.6,28,6403353,0.4
Tennessee,47,2012,2012,Heroin,T40.1,14,6456243,Unreliable
Tennessee,47,2012,2012,Other opioids,T40.2,289,6456243,4.5
Tennessee,47,2012,2012,Methadone,T40.3,52,6456243,0.8
Tennessee,47,2012,2012,Other synthetic narcotics,T40.4,49,6456243,0.8
Tennessee,47,2012,2012,Other and unspecified narcotics,T40.6,19,6456243,Unreliable
Tennessee,47,2013,2013,Heroin,T40.1,29,6495978,0.4
Tennessee,47,2013,2013,Other opioids,T40.2,327,6495978,5
Tennessee,47,2013,2013,Methadone,T40.3,48,6495978,0.7
Tennessee,47,2013,2013,Other synthetic narcotics,T40.4,67,6495978,1
Tennessee,47,2013,2013,Other and unspecified narcotics,T40.6,25,6495978,0.4
Tennessee,47,2014,2014,Heroin,T40.1,63,6549352,1
Tennessee,47,2014,2014,Other opioids,T40.2,340,6549352,5.2
Tennessee,47,2014,2014,Methadone,T40.3,39,6549352,0.6
Tennessee,47,2014,2014,Other synthetic narcotics,T40.4,72,6549352,1.1
Tennessee,47,2014,2014,Other and unspecified narcotics,T40.6,19,6549352,Unreliable
Tennessee,47,2015,2015,Heroin,T40.1,101,6600299,1.5
Tennessee,47,2015,2015,Other opioids,T40.2,397,6600299,6
Tennessee,47,2015,2015,Methadone,T40.3,38,6600299,0.6
Tennessee,47,2015,2015,Other synthetic narcotics,T40.4,149,6600299,2.3
Tennessee,47,2015,2015,Other and unspecified narcotics,T40.6,17,6600299,Unreliable
Tennessee,47,2016,2016,Heroin,T40.1,132,6651194,2
Tennessee,47,2016,2016,Other opioids,T40.2,470,6651194,7.1
Tennessee,47,2016,2016,Methadone,T40.3,45,6651194,0.7
Tennessee,47,2016,2016,Other synthetic narcotics,T40.4,243,6651194,3.7
Tennessee,47,2016,2016,Other and unspecified narcotics,T40.6,14,6651194,Unreliable
Tennessee,47,2017,2017,Heroin,T40.1,153,6715984,2.3
Tennessee,47,2017,2017,Other opioids,T40.2,386,6715984,5.7
Tennessee,47,2017,2017,Methadone,T40.3,38,6715984,0.6
Tennessee,47,2017,2017,Other synthetic narcotics,T40.4,315,6715984,4.7
Tennessee,47,2017,2017,Other and unspecified narcotics,T40.6,18,6715984,Unreliable
Tennessee,47,2018,2018,Heroin,T40.1,176,6770010,2.6
Tennessee,47,2018,2018,Other opioids,T40.2,312,6770010,4.6
Tennessee,47,2018,2018,Methadone,T40.3,38,6770010,0.6
Tennessee,47,2018,2018,Other synthetic narcotics,T40.4,412,6770010,6.1
Texas,48,1999,1999,Heroin,T40.1,22,20558220,0.1
Texas,48,1999,1999,Other opioids,T40.2,49,20558220,0.2
Texas,48,1999,1999,Other synthetic narcotics,T40.4,19,20558220,Unreliable
Texas,48,1999,1999,Other and unspecified narcotics,T40.6,11,20558220,Unreliable
Texas,48,2000,2000,Heroin,T40.1,24,20851820,0.1
Texas,48,2000,2000,Other opioids,T40.2,59,20851820,0.3
Texas,48,2000,2000,Methadone,T40.3,16,20851820,Unreliable
Texas,48,2000,2000,Other synthetic narcotics,T40.4,22,20851820,0.1
Texas,48,2001,2001,Heroin,T40.1,17,21319622,Unreliable
Texas,48,2001,2001,Other opioids,T40.2,84,21319622,0.4
Texas,48,2001,2001,Methadone,T40.3,24,21319622,0.1
Texas,48,2001,2001,Other synthetic narcotics,T40.4,32,21319622,0.2
Texas,48,2002,2002,Heroin,T40.1,13,21690325,Unreliable
Texas,48,2002,2002,Other opioids,T40.2,154,21690325,0.7
Texas,48,2002,2002,Methadone,T40.3,36,21690325,0.2
Texas,48,2002,2002,Other synthetic narcotics,T40.4,52,21690325,0.2
Texas,48,2002,2002,Other and unspecified narcotics,T40.6,14,21690325,Unreliable
Texas,48,2003,2003,Heroin,T40.1,13,22030931,Unreliable
Texas,48,2003,2003,Other opioids,T40.2,152,22030931,0.7
Texas,48,2003,2003,Methadone,T40.3,31,22030931,0.1
Texas,48,2003,2003,Other synthetic narcotics,T40.4,34,22030931,0.2
Texas,48,2003,2003,Other and unspecified narcotics,T40.6,13,22030931,Unreliable
Texas,48,2004,2004,Heroin,T40.1,16,22394023,Unreliable
Texas,48,2004,2004,Other opioids,T40.2,173,22394023,0.8
Texas,48,2004,2004,Methadone,T40.3,46,22394023,0.2
Texas,48,2004,2004,Other synthetic narcotics,T40.4,42,22394023,0.2
Texas,48,2005,2005,Heroin,T40.1,23,22778123,0.1
Texas,48,2005,2005,Other opioids,T40.2,207,22778123,0.9
Texas,48,2005,2005,Methadone,T40.3,62,22778123,0.3
Texas,48,2005,2005,Other synthetic narcotics,T40.4,41,22778123,0.2
Texas,48,2005,2005,Other and unspecified narcotics,T40.6,19,22778123,Unreliable
Texas,48,2006,2006,Heroin,T40.1,17,23359580,Unreliable
Texas,48,2006,2006,Other opioids,T40.2,301,23359580,1.3
Texas,48,2006,2006,Methadone,T40.3,90,23359580,0.4
Texas,48,2006,2006,Other synthetic narcotics,T40.4,47,23359580,0.2
Texas,48,2006,2006,Other and unspecified narcotics,T40.6,11,23359580,Unreliable
Texas,48,2007,2007,Heroin,T40.1,31,23831983,0.1
Texas,48,2007,2007,Other opioids,T40.2,331,23831983,1.4
Texas,48,2007,2007,Methadone,T40.3,86,23831983,0.4
Texas,48,2007,2007,Other synthetic narcotics,T40.4,54,23831983,0.2
Texas,48,2007,2007,Other and unspecified narcotics,T40.6,23,23831983,0.1
Texas,48,2008,2008,Heroin,T40.1,33,24309039,0.1
Texas,48,2008,2008,Other opioids,T40.2,250,24309039,1
Texas,48,2008,2008,Methadone,T40.3,58,24309039,0.2
Texas,48,2008,2008,Other synthetic narcotics,T40.4,35,24309039,0.1
Texas,48,2008,2008,Other and unspecified narcotics,T40.6,30,24309039,0.1
Texas,48,2009,2009,Heroin,T40.1,50,24801761,0.2
Texas,48,2009,2009,Other opioids,T40.2,329,24801761,1.3
Texas,48,2009,2009,Methadone,T40.3,73,24801761,0.3
Texas,48,2009,2009,Other synthetic narcotics,T40.4,79,24801761,0.3
Texas,48,2009,2009,Other and unspecified narcotics,T40.6,26,24801761,0.1
Texas,48,2010,2010,Heroin,T40.1,49,25145561,0.2
Texas,48,2010,2010,Other opioids,T40.2,335,25145561,1.3
Texas,48,2010,2010,Methadone,T40.3,80,25145561,0.3
Texas,48,2010,2010,Other synthetic narcotics,T40.4,96,25145561,0.4
Texas,48,2010,2010,Other and unspecified narcotics,T40.6,30,25145561,0.1
Texas,48,2011,2011,Heroin,T40.1,86,25674681,0.3
Texas,48,2011,2011,Other opioids,T40.2,299,25674681,1.2
Texas,48,2011,2011,Methadone,T40.3,71,25674681,0.3
Texas,48,2011,2011,Other synthetic narcotics,T40.4,57,25674681,0.2
Texas,48,2011,2011,Other and unspecified narcotics,T40.6,21,25674681,0.1
Texas,48,2012,2012,Heroin,T40.1,80,26059203,0.3
Texas,48,2012,2012,Other opioids,T40.2,279,26059203,1.1
Texas,48,2012,2012,Methadone,T40.3,57,26059203,0.2
Texas,48,2012,2012,Other synthetic narcotics,T40.4,58,26059203,0.2
Texas,48,2012,2012,Other and unspecified narcotics,T40.6,25,26059203,0.1
Texas,48,2013,2013,Heroin,T40.1,79,26448193,0.3
Texas,48,2013,2013,Other opioids,T40.2,267,26448193,1
Texas,48,2013,2013,Methadone,T40.3,47,26448193,0.2
Texas,48,2013,2013,Other synthetic narcotics,T40.4,57,26448193,0.2
Texas,48,2013,2013,Other and unspecified narcotics,T40.6,20,26448193,0.1
Texas,48,2014,2014,Heroin,T40.1,122,26956958,0.5
Texas,48,2014,2014,Other opioids,T40.2,271,26956958,1
Texas,48,2014,2014,Methadone,T40.3,47,26956958,0.2
Texas,48,2014,2014,Other synthetic narcotics,T40.4,86,26956958,0.3
Texas,48,2014,2014,Other and unspecified narcotics,T40.6,35,26956958,0.1
Texas,48,2015,2015,Heroin,T40.1,163,27469114,0.6
Texas,48,2015,2015,Other opioids,T40.2,307,27469114,1.1
Texas,48,2015,2015,Methadone,T40.3,71,27469114,0.3
Texas,48,2015,2015,Other synthetic narcotics,T40.4,105,27469114,0.4
Texas,48,2015,2015,Other and unspecified narcotics,T40.6,33,27469114,0.1
Texas,48,2016,2016,Heroin,T40.1,203,27862596,0.7
Texas,48,2016,2016,Other opioids,T40.2,323,27862596,1.2
Texas,48,2016,2016,Methadone,T40.3,74,27862596,0.3
Texas,48,2016,2016,Other synthetic narcotics,T40.4,129,27862596,0.5
Texas,48,2016,2016,Other and unspecified narcotics,T40.6,47,27862596,0.2
Texas,48,2017,2017,Heroin,T40.1,251,28304596,0.9
Texas,48,2017,2017,Other opioids,T40.2,338,28304596,1.2
Texas,48,2017,2017,Methadone,T40.3,86,28304596,0.3
Texas,48,2017,2017,Other synthetic narcotics,T40.4,181,28304596,0.6
Texas,48,2017,2017,Other and unspecified narcotics,T40.6,42,28304596,0.1
Texas,48,2018,2018,Heroin,T40.1,313,28701845,1.1
Texas,48,2018,2018,Other opioids,T40.2,317,28701845,1.1
Texas,48,2018,2018,Methadone,T40.3,66,28701845,0.2
Texas,48,2018,2018,Other synthetic narcotics,T40.4,207,28701845,0.7
Texas,48,2018,2018,Other and unspecified narcotics,T40.6,29,28701845,0.1
Utah,49,1999,1999,Heroin,T40.1,15,2203482,Unreliable
Utah,49,1999,1999,Other opioids,T40.2,37,2203482,1.7
Utah,49,2000,2000,Other opioids,T40.2,35,2233169,1.6
Utah,49,2001,2001,Other opioids,T40.2,27,2283715,1.2
Utah,49,2002,2002,Other opioids,T40.2,64,2324815,2.8
Utah,49,2002,2002,Methadone,T40.3,23,2324815,1
Utah,49,2003,2003,Other opioids,T40.2,73,2360137,3.1
Utah,49,2003,2003,Methadone,T40.3,28,2360137,1.2
Utah,49,2004,2004,Other opioids,T40.2,75,2401580,3.1
Utah,49,2004,2004,Methadone,T40.3,34,2401580,1.4
Utah,49,2005,2005,Other opioids,T40.2,77,2457719,3.1
Utah,49,2005,2005,Methadone,T40.3,40,2457719,1.6
Utah,49,2005,2005,Other synthetic narcotics,T40.4,17,2457719,Unreliable
Utah,49,2006,2006,Heroin,T40.1,12,2525507,Unreliable
Utah,49,2006,2006,Other opioids,T40.2,87,2525507,3.4
Utah,49,2006,2006,Methadone,T40.3,29,2525507,1.1
Utah,49,2006,2006,Other synthetic narcotics,T40.4,18,2525507,Unreliable
Utah,49,2007,2007,Other opioids,T40.2,114,2597746,4.4
Utah,49,2007,2007,Methadone,T40.3,28,2597746,1.1
Utah,49,2007,2007,Other synthetic narcotics,T40.4,14,2597746,Unreliable
Utah,49,2008,2008,Heroin,T40.1,12,2663029,Unreliable
Utah,49,2008,2008,Other opioids,T40.2,127,2663029,4.8
Utah,49,2008,2008,Methadone,T40.3,53,2663029,2
Utah,49,2008,2008,Other synthetic narcotics,T40.4,15,2663029,Unreliable
Utah,49,2008,2008,Other and unspecified narcotics,T40.6,15,2663029,Unreliable
Utah,49,2009,2009,Heroin,T40.1,15,2723421,Unreliable
Utah,49,2009,2009,Other opioids,T40.2,148,2723421,5.4
Utah,49,2009,2009,Methadone,T40.3,32,2723421,1.2
Utah,49,2009,2009,Other synthetic narcotics,T40.4,43,2723421,1.6
Utah,49,2009,2009,Other and unspecified narcotics,T40.6,13,2723421,Unreliable
Utah,49,2010,2010,Other opioids,T40.2,142,2763885,5.1
Utah,49,2010,2010,Methadone,T40.3,33,2763885,1.2
Utah,49,2010,2010,Other synthetic narcotics,T40.4,34,2763885,1.2
Utah,49,2011,2011,Heroin,T40.1,26,2817222,0.9
Utah,49,2011,2011,Other opioids,T40.2,185,2817222,6.6
Utah,49,2011,2011,Methadone,T40.3,45,2817222,1.6
Utah,49,2011,2011,Other synthetic narcotics,T40.4,39,2817222,1.4
Utah,49,2012,2012,Heroin,T40.1,25,2855287,0.9
Utah,49,2012,2012,Other opioids,T40.2,211,2855287,7.4
Utah,49,2012,2012,Methadone,T40.3,28,2855287,1
Utah,49,2012,2012,Other synthetic narcotics,T40.4,39,2855287,1.4
Utah,49,2013,2013,Heroin,T40.1,50,2900872,1.7
Utah,49,2013,2013,Other opioids,T40.2,236,2900872,8.1
Utah,49,2013,2013,Methadone,T40.3,41,2900872,1.4
Utah,49,2013,2013,Other synthetic narcotics,T40.4,47,2900872,1.6
Utah,49,2014,2014,Heroin,T40.1,44,2942902,1.5
Utah,49,2014,2014,Other opioids,T40.2,252,2942902,8.6
Utah,49,2014,2014,Methadone,T40.3,26,2942902,0.9
Utah,49,2014,2014,Other synthetic narcotics,T40.4,51,2942902,1.7
Utah,49,2015,2015,Heroin,T40.1,61,2995919,2
Utah,49,2015,2015,Other opioids,T40.2,265,2995919,8.8
Utah,49,2015,2015,Methadone,T40.3,27,2995919,0.9
Utah,49,2015,2015,Other synthetic narcotics,T40.4,49,2995919,1.6
Utah,49,2016,2016,Heroin,T40.1,77,3051217,2.5
Utah,49,2016,2016,Other opioids,T40.2,223,3051217,7.3
Utah,49,2016,2016,Methadone,T40.3,31,3051217,1
Utah,49,2016,2016,Other synthetic narcotics,T40.4,49,3051217,1.6
Utah,49,2017,2017,Heroin,T40.1,97,3101833,3.1
Utah,49,2017,2017,Other opioids,T40.2,243,3101833,7.8
Utah,49,2017,2017,Methadone,T40.3,35,3101833,1.1
Utah,49,2017,2017,Other synthetic narcotics,T40.4,73,3101833,2.4
Utah,49,2018,2018,Heroin,T40.1,111,3161105,3.5
Utah,49,2018,2018,Other opioids,T40.2,243,3161105,7.7
Utah,49,2018,2018,Methadone,T40.3,31,3161105,1
Utah,49,2018,2018,Other synthetic narcotics,T40.4,67,3161105,2.1
Vermont,50,2002,2002,Other opioids,T40.2,11,615442,Unreliable
Vermont,50,2003,2003,Other opioids,T40.2,10,617858,Unreliable
Vermont,50,2007,2007,Other opioids,T40.2,13,623481,Unreliable
Vermont,50,2008,2008,Other opioids,T40.2,15,624151,Unreliable
Vermont,50,2009,2009,Other opioids,T40.2,10,624817,Unreliable
Vermont,50,2010,2010,Other opioids,T40.2,17,625741,Unreliable
Vermont,50,2011,2011,Other opioids,T40.2,14,626431,Unreliable
Vermont,50,2012,2012,Other opioids,T40.2,18,626011,Unreliable
Vermont,50,2013,2013,Other opioids,T40.2,19,626630,Unreliable
